glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
3.0,15 Nov 2021,Work Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55407004.htm,Manager,"Former employee, more than 5 years",,,,Mumbai,security of the job is there,"low growth, low perks, low salary, poor work life balance"
3.0,4 Jan 2022,Canara Bank Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW57396619.htm,Manager,"Former employee, more than 5 years","1. Good opportunities for growth
2. Good exposure","1. No work-life balance
2. Transfer to rural areas",Show more,New Delhi,,
4.0,7 Jul 2012,"Serving to Grow,Growing to serve.",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1702438.htm,Officer,"Current employee, more than 10 years",,,,New Delhi,Work culture and customer friendly,Lesser workforce burdens the available manpower.
1.0,10 Jan 2015,Loyal employee with 27 long years,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW5669751.htm,Manager,"Current employee, more than 10 years",Joined at the age of 21 and continued,"Cynical approach,  narrow minded of the management. ,age old procedures, bad infrastructure, red tapism  etc",Show more,Hyderābād,,
4.0,8 Jun 2016,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW10862696.htm,Anonymous employee,Current employee,,,,,good working environment and good salary for freshers,inspite of hectic working times good institution
3.0,23 Sept 2017,Good for customers,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16982590.htm,Manager (law),"Current employee, more than 3 years",,,,Karnāl,Nice perks. Comfortable postings. Great place to learn.,None so far as of now
3.0,29 Nov 2018,officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23617894.htm,Anonymous employee,"Current employee, more than 1 year",,,,,Decent salary and subsidised loan benefits,"Worst management, need to identify the performers and motivate them."
4.0,1 Sept 2019,Branch Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW28968381.htm,Anonymous employee,"Current employee, more than 8 years",,,,Kaithal,One of the Indias strongest and leading Bank,Slow in individual career growth progress
4.0,5 Jan 2020,Good job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31132712.htm,Anonymous employee,Current employee,"Less working hours
Secure job
Good working environment","Less salary
Officer working hours have to be less",Show more,,,
5.0,8 Mar 2020,Together  we can,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW32268001.htm,Officer,Current employee,,,,,Secured  job good places to work,Nothing.Timings to be improved
5.0,8 Jun 2020,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW33589158.htm,Assistant manager,"Current employee, more than 3 years",,,,Pune,Job security gud place to work,Transfer after every three years
4.0,9 May 2020,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW33093024.htm,Officer,Current employee,,,,Mumbai,work life balance and work culture,place of posting might not be as per desire.
5.0,29 Jun 2020,Customer consultant,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW33962368.htm,Bank teller,"Former employee, more than 3 years",,,,Mumbai,Good salary good experience nice place,Monotonous work Low pay low career opportunities
3.0,24 Aug 2020,Assistant Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW35228357.htm,Assistant manager,Current employee,,,,Pune,"Govt job, Security, Compensation, Stability","Work pressure, Politics at hierarchy, Slow promotion, less pay hike"
5.0,29 Dec 2020,Great for career growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW39891502.htm,Anonymous employee,Former employee,,,,,Work life balance and good work,Sometimes boring and mundane but
5.0,12 Feb 2021,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW42426309.htm,Assistant manager,"Former employee, more than 3 years",,,,Mandya,"Job security,diversity,coordination, good staff,easy to learn software","No fixed time,transfers,server hangs,late hours,month end,quarter end"
3.0,26 Feb 2021,Okay Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43138539.htm,Officer,Current employee,"Govt Job
Fixed Scale of Pay","No defined hours
No overtime compensation
Too much work too few employees.",Show more,"Hājīpur, Bihar",,
5.0,2 Mar 2021,Very good organization,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43348249.htm,Assistant manager,"Current employee, more than 3 years",,,,,"Good bank,highly scope work culture is good",Work life depends on branch
5.0,12 Mar 2021,job type,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43930912.htm,Junior manager,"Current employee, more than 5 years",,,,Bengaluru,good place to work for a finance grad,as of now nothing noted
2.0,27 Mar 2021,Work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW44651982.htm,Assistant manager,Former employee,,,,Vāranāsi,"Less work, holiday, flexible, no load, free","Transfer, politics, no promotion, no work culture, no etjics"
5.0,29 Mar 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW44727388.htm,Assistant manager,"Current employee, more than 3 years",Good Salary Package and Benefits,Can be transferred out of state any where,Show more,"Kolār, Karnataka",,
4.0,23 Jun 2021,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48722295.htm,Manager,"Former employee, more than 10 years",public sector undertaking of Govt of India,work pressure is manageable and enjoyable,Show more,Chennai,,
4.0,28 Aug 2021,Good and profitable Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW51761588.htm,Financial analyst,Current employee,,,,"Gurgaon, Haryana","Government sector, enriching experience and job rotation",Transfers happen every three years
5.0,3 Nov 2021,Manager at Canara bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW54850010.htm,Anonymous employee,Current employee,,,,,Top bank in India to work,Transfers lot of work pressure
4.0,7 Apr 2015,Good bank for Growth.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW6276916.htm,Anonymous employee,Current employee,"Growth, Salary is very good.",Nothing at least till now,Show more,,,
4.0,15 Oct 2017,PSU,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW17369290.htm,Agriculture extension officer,"Current employee, more than 3 years",Industry leading perks and allowances,Office Politics  No Transparency in internal policies,Show more,Palakkad,,
5.0,24 Nov 2017,Awesome,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW18053834.htm,Anonymous employee,Current employee,,,,,Stability in life and secure job,Work load and risk involved in work
4.0,21 Jul 2018,nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21586103.htm,Anonymous employee,"Current employee, more than 3 years",Good enough pay. Lots of side benefits,Working hours are too long,Show more,Mumbai,,
3.0,4 Jun 2019,VRS from Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW26462645.htm,Assistant manager,"Current employee, more than 3 years",Valuable culture of working atmosphere,Nothing wrong with Canara Bank,Show more,Noida,,
3.0,12 Nov 2019,Single Window Operator,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30330758.htm,Anonymous employee,Former employee,,,,,Good learning Nice People to work with,"Poor work environment, Better facilitie needed"
3.0,27 Jan 2020,Credit officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31525266.htm,Credit officer,"Current employee, more than 3 years",,,,"Nāgpur, Maharashtra",Job security easy selection only,Lack of variable pay low salary high risk job
4.0,18 Jan 2020,Swo a,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31364627.htm,Anonymous employee,Current employee,,,,,Nice environment to work at,Pay is less compared to similar posts elsewhere
5.0,18 Aug 2020,Customer satisfaction,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW35028005.htm,Office manager,Former employee,,,,Secunderābād,Needs of customer more important and priority,Working with Confidence and understanding
5.0,28 Sept 2020,Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW36439911.htm,Officer,"Former employee, more than 10 years",,,,Mumbai,One of leading Professional Public sector bank.,None as such to be mentioned.
5.0,8 Nov 2020,It is nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38109058.htm,Executive manager,Current employee,,,,Bengaluru,Salary and people are good,Need to be careful during cheque
5.0,29 Dec 2020,good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW39905506.htm,Data engineer,Current employee,,,,Hyderābād,excellent management good options for growth,no cons good organization for growth
5.0,24 Mar 2021,Good opportunity,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW44480588.htm,Assistant manager,"Current employee, more than 3 years",,,,Mumbai,Good perks good salary easy growth,Long hours low work life balance
5.0,13 Apr 2021,Nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45420768.htm,Bank po,"Former employee, more than 1 year",,,,Calcutta,Goog work life balance in all PSBs,Majority of posting in in south
5.0,4 May 2021,Excellent work experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46457026.htm,Cabin crew or ground staff,Former employee,,,,Pune,Banking bpo- voice process call center,Its all about bank bpo
2.0,23 May 2021,Not employee friendly,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47333318.htm,Anonymous employee,"Current employee, more than 5 years",,,,Lucknow,Public sector organisations so job security,Poor work culture and non friendly with employees
4.0,2 Jun 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47802091.htm,Assistant manager,"Current employee, more than 3 years",,,,"Āgra, Uttar Pradesh",Gives a lot of experience in different domains,Work is more stressful and hectic
5.0,8 Jun 2021,Best,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48064051.htm,Assistant manager,"Current employee, more than 3 years",,,,Bengaluru,Good psb after merger with syndicate bank,Nothing much that is worth notable
3.0,13 Jul 2021,Bank job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49696250.htm,Anonymous employee,Former employee,,,,,Good place to work at bank,Nothing to be said as a bad review
3.0,20 Jul 2021,pse bank salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW50045661.htm,"Senior manager, finance",Current employee,,,,Hyderābād,sarkari naukri no tension monthly conffirmed salary,no growth chamchagiri and also favoritisam
3.0,6 Sept 2021,Work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW52169353.htm,Banker,Current employee,,,,"Siddapur, Karnataka",Clear-cut job roles and on time pay,Understaffed branches having heavy work load
3.0,28 Sept 2021,PSB,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW53211378.htm,Senior manager,"Current employee, more than 5 years",,,,Dehradun,Home posting after 3 years ... Strong union ...,Too much pressure .. stressful job
3.0,13 Oct 2021,experience in Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW53942110.htm,Senior manager,"Former employee, more than 8 years",,,,,lot of diversity and opportunities to learn,very limited work life balance
5.0,14 Nov 2021,Great bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55331930.htm,Relationship banker,Current employee,,,,New Delhi,Great bank to o work with,No cons as such to say
3.0,14 Jan 2016,Bank to go for,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW9202023.htm,Computer programmer,"Current employee, more than 3 years",,,,Bengaluru,Lots of opportunity to learn,Promotion process is tedious and lengthy
4.0,24 Jul 2017,Loan Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16047626.htm,Loan officer,"Former employee, more than 3 years",,,,Chandigarh,Great work Environment. Competitive pays and perks.,Cant think of any cons.
4.0,22 Aug 2017,Probationary officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW16475805.htm,Anonymous employee,"Current employee, more than 1 year",,,,,Job stability and good work culture,Slow career growth being a psu
5.0,20 Aug 2018,Best in business,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW22058359.htm,Anonymous employee,Current employee,,,,,"Good perks, benefits & postings",Work pressure & Union politics
3.0,18 Jan 2019,Employee,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW24274997.htm,Anonymous employee,Current employee,None is there to enter,Clerical staff are too lazy,Show more,,,
2.0,15 Apr 2019,Assistant Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW25686903.htm,Anonymous employee,Current employee,,,,,"Best place to learn, job security","Target oriented, too much work pressure, less salary"
5.0,19 Jun 2019,manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW27491493.htm,Manager,"Current employee, more than 5 years",,,,Pune,best hr and management,none if any it is common for all
3.0,17 Oct 2019,Canara Bank Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW29864594.htm,Anonymous employee,Former employee,,,,,Professional and disciplined staff to work with,No cons as of now
5.0,3 Dec 2019,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30687442.htm,Supervisor,"Current employee, more than 3 years",,,,Chennai,Good institution to work with,Little opportunities for a high flying person
5.0,23 Jan 2020,Best company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31460443.htm,Manager,"Current employee, less than 1 year",Great experience nice wheather honey,"No, there is no cons",Show more,Mangalore,,
5.0,28 Feb 2020,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW32115332.htm,Manager,Current employee,Good to work with nice,Work life balance not good,Show more,,,
5.0,7 Nov 2020,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38097754.htm,Jmg scale i,"Current employee, more than 5 years",,,,,Working culture is good .LIKE family,It is Like any other PSB
5.0,17 Nov 2020,Best working place,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38414583.htm,Manager,"Former employee, more than 5 years",,,,Mumbai,"Work culture, salary, policies, perks",HR policies to be improved
2.0,8 Dec 2020,Typical PSB structure,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW39253620.htm,Probationary officer,Former employee,,,,,Work life balance is good,"Decision making, pathetic HR department and HR policies"
3.0,2 Jan 2021,Better than private jobs,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40002692.htm,Officer,"Current employee, more than 3 years",,,,,Promotion and interest benefits in loans,Customer dealing and target pressure
5.0,15 Apr 2021,Excellent Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45556492.htm,Personal banker,Current employee,,,,Lucknow,Good working environment in the office,Family concept in the bank
5.0,10 May 2021,Clerk,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46707224.htm,Anonymous employee,Former employee,,,,,Nice and good place to work,Nothing to say about cons here
3.0,13 Jun 2021,Law officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48272249.htm,Legal officer,"Former employee, more than 3 years",,,,Pune,One gets the benefits of a Govt Job,Not so good Career Development
3.0,11 Jul 2021,Work Culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49601315.htm,Assistant manager,"Current employee, more than 3 years",Provides ample training through webinars,All PSBs have same cons,Show more,Pune,,
3.0,18 Jul 2021,Average,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49921339.htm,Bank officer,Current employee,,,,Bengaluru,Work will depend on department you are handling,Depends on the manager and place
4.0,2 Aug 2021,Canara bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW50558090.htm,Assistant manager,"Current employee, more than 3 years",,,,,Very good working here as assistant Manager,Nothing I can think of
5.0,8 Aug 2021,Good bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW50833159.htm,Manager,"Current employee, more than 5 years",,,,Bengaluru,Equal opportunity for all staff,No cons i faced till date
5.0,27 Aug 2021,Government,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW51730109.htm,Swo b,"Current employee, more than 5 years",,,,Calcutta,Government organization so stable job condition,Work condition posting and work load
5.0,30 Aug 2021,Nice Place,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW51837483.htm,Anonymous intern,"Former intern, less than 1 year",,,,Mumbai,Culture is really very good,Salary is comparatively lesser than peers
5.0,24 Sept 2021,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW53070489.htm,Manager,"Current employee, more than 10 years",,,,Bengaluru,in india top third bank,no cons to share about the bank
4.0,20 Jan 2017,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW13411332.htm,Anonymous employee,Current employee,,,,,"Nice environment, good working conditions, enjoying","Office hours, little risk, no time"
4.0,16 Jun 2018,Branch manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21068263.htm,Anonymous employee,Current employee,"government job ,easy loan facilty","less salary 
less increment
 performance pressure",Show more,,,
5.0,8 Jun 2018,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW20951306.htm,Anonymous intern,Current intern,,,,,Good to work with this company,Nothing wrong seen hereas such
3.0,21 Dec 2018,Not bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23932143.htm,Canara banj,"Current employee, less than 1 year",,,,Mangalore,Good company... Good culture..... Nice promotions...,Heavy workload... Forget personal life....irregular timings....
4.0,28 May 2019,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW26348738.htm,Officer,"Current employee, more than 1 year",,,,,Good place to work 👍,Weekly 5 days working could be better
5.0,23 Nov 2019,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30534266.htm,Anonymous employee,Current employee,,,,,Very nice and job culture is,Nothing such as it is
5.0,25 Feb 2020,Best,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW32051463.htm,Officer,"Current employee, more than 3 years","Good Culture 
GOOD INFRA
TRANSPARENCY in work","Conservative at times
Long pending works",Show more,Bengaluru,,
2.0,9 Nov 2020,Average experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38148255.htm,Banker,Current employee,,,,Bengaluru,Adequate banking exposure and good history,HR not satisfactory as compared to sbi
4.0,1 Jan 2021,CANARA BANK,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW39997187.htm,Branch manager,"Current employee, more than 10 years","management very good.
salary very good","stress full job,
working city very far",Show more,Amritsar,,
4.0,10 Jan 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40365268.htm,Officer,"Current employee, more than 3 years",,,,,Good company and work ambience,Hectic routine and low work life balance
3.0,10 Apr 2021,Icaap Basel,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45314017.htm,Senior managee,"Current employee, more than 5 years",Good salary and work life balance,No cons as such in,Show more,Bengaluru,,
4.0,10 Apr 2021,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45310799.htm,Senior manager,Current employee,,,,Bengaluru,good salary is there in bank,Nil cons are found to be
4.0,11 May 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46799994.htm,Consultant,Former employee,,,,New Delhi,job security and ample promotion chances,Long working hours and work load
4.0,13 Jun 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48281792.htm,Bank officer,Current employee,,,,Mumbai,Good transfer policy and tansperancy,I don't want to share any thing
3.0,26 Jun 2021,Canara Bank Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48953757.htm,Assistant manager,Current employee,,,,Lucknow,Good Work Environment and Perks,No such cons. Work is Comfortable.
4.0,4 Jul 2021,Na,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49309258.htm,Anonymous employee,Former employee,,,,,Good bank to work with,Some time you may have non cooperating
4.0,10 Jul 2021,Risk Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49570352.htm,Manager,"Current employee, more than 1 year","Job security, good, ambience, nice","Slow, hierarchy, obsolete, old, etc",Show more,Bengaluru,,
4.0,27 Jul 2021,Public Sector Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW50318277.htm,Senior credit analyst,Current employee,,,,Bengaluru,Sponsored by Govt. of India,Mismatch in Risk & Reward
3.0,21 Aug 2021,Aggressive Bank for business,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW51434280.htm,Credit manager,Current employee,,,,,Third largest PSU in India,IT IS A GOOD BANK
5.0,30 Nov 2021,great co,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW56045670.htm,Anonymous employee,"Former employee, less than 1 year",,,,,learning opportunities are very good,none as per my experience
5.0,3 Dec 2021,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW56188728.htm,Kyc analyst,Current employee,,,,Bengaluru,Great place to work uplifting career,Nil nil nil nil nil
3.0,13 Jul 2018,application support executive,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21466950.htm,Applications support executive,"Former employee, more than 1 year",,,,Bengaluru,lots of things to learn,don't understand their own responsibilities
4.0,19 Jul 2018,Clerk,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW21564743.htm,Anonymous employee,Current employee,,,,,Good company with growth and salary,no need to mention this
5.0,26 Aug 2020,Nothinfmg,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW35327540.htm,Probationary officer,Current employee,,,,,Good for good food and,Good luck with the one
2.0,9 Jan 2021,Poor,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW40364258.htm,Ground staff,Former employee,,,,"Mohali, Punjab",Poor nothing to say on this matter,Nothing to say on this matter
5.0,28 Apr 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46194327.htm,Senior manager banking and finance,Current employee,,,,Calcutta,Good place to work here,None that I can remember
5.0,30 Apr 2021,Satisfactory,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46302357.htm,Freelance writer,Current employee,,,,"Farīdābād, Haryana",Job security and other benefits,Underpaid and financial risk involved
5.0,4 May 2021,Satisfactory,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW46432821.htm,Chief executive officer,"Current employee, more than 5 years",,,,Cochin,"Public sector, good work environment",Political interference is an issue
5.0,18 May 2021,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47088937.htm,Officer,"Current employee, more than 5 years",,,,Chennai,Excellent bank to work in,None none none none none
4.0,27 May 2021,Nice,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47556907.htm,Assistant manager,"Current employee, more than 1 year",,,,,Government sector job security good salary,Work pressure is quite high
4.0,4 Jul 2021,IT Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW49294927.htm,It senior manager,"Former employee, more than 5 years",,,,Bengaluru,Job security and learning experiance,Transfer to other non-IT function
3.0,17 Nov 2021,Work environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55486803.htm,Assistant manager,Current employee,,,,Manipal,Paced environment and Opportunity to learn,Low work life balance there
3.0,25 Nov 2019,Hi,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30573326.htm,Anonymous employee,Current employee,,,,,Good company to work for,Bad salary  given by management
3.0,18 Nov 2021,Aaa,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55540203.htm,Marketing,Current employee,,,,Indore,Good atmosphere to work pan india,Promotion policy is very poor
4.0,11 Nov 2021,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55225247.htm,Assistant manager,Current employee,,,,Chennai,Good company to work for,Work load is very high
3.0,23 Dec 2021,Branch banking,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW57036095.htm,Officer,"Current employee, more than 3 years","Constant learning 
Keeping yourself occupied","No work life balance
Hectic pressure",Show more,Dindigul,,
2.0,8 Nov 2015,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW8578281.htm,Anonymous employee,Current employee,,,,New Delhi,There is nothing as such,Random transfer and long working hours
1.0,13 Jul 2017,Not good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW15880475.htm,Anonymous employee,Current employee,It is a government job this is it this is the best part,"Nothing special expect it is a government job
And timely credit of salary",Show more,,,
1.0,20 May 2020,Worst bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW33276754.htm,Probationary officer,"Current employee, less than 1 year",There is nothing good about this bank.,"Less allowance comparing to other banks and non home posting.More politics.
Don't join this bank.",Show more,"Āgra, Uttar Pradesh",,
1.0,21 May 2021,"Politics, Discrimination & Waste of time",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW47269551.htm,Officer,"Current employee, more than 8 years",Salary is the only thing making you stay here,Go only if you have no other choice,Show more,Bengaluru,,
1.0,25 Nov 2020,Not good for employees to join,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW38749100.htm,Bank clerk,Current employee,They give less staff .. extract more work from less work. All management tricks Employees suffer..That is why customer service drops,Dont know.. feels like quitting job,Show more,Dakshina Kannada,,
1.0,16 Dec 2019,fraud bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30887754.htm,Anonymous freelancer,Current freelancer,"branch: thanthonimalai, karur
monthly debit  more amount from customer account, without information. please change all employees in karur thanthoni branch (dubbakur employees)",canara bank must changes this branch employees,Show more,,,
1.0,5 Sept 2015,MANAGER,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW7853023.htm,Manager,"Current employee, more than 10 years","Atleast u can think , u r in a bank. Apart from that nothing",Infinitive.... Simply employees r trested as if they are slaves,Show more,Chennai,,
1.0,22 Apr 2021,not good to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45887239.htm,Analyst,Current employee,"salary is decent
clerk job is beter","not employee friendly, no fixed working hrs, accountability, no learning, no growth
bad transfer policy",Show more,Bengaluru,,
1.0,10 Jun 2021,Marketing Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48159350.htm,Anonymous employee,"Current employee, more than 3 years",Nothing ado about the company,Bypassing of Accountability on others,Show more,Chennai,,
1.0,7 Mar 2021,Low salary double work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43607248.htm,Assistant manager,"Current employee, more than 5 years",Leave benefits government job ok salary,"Ruthless management, u cant avail leaves wen required, staff shortage",Show more,Bengaluru,,
1.0,6 Apr 2021,Please find the link,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW45126678.htm,Assistant manager,"Current employee, more than 3 years",,,,Kodaikānāl,in induction they have given a bag and its fantastic and lasts longer,Work culture atmosphere and Promotions
1.0,26 Jun 2021,good company to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW48953296.htm,Manager,Current employee,nothing in the company can be considered as pro,work pressure is always there.,Show more,Jabalpur,,
